9.982003569602966309e-01,8.160368204116821289e-01,8.250349760055541992e-01,8.092381358146667480e-01,8.092381358146667480e-01,8.234353065490722656e-01,8.254349231719970703e-01,8.186362981796264648e-01,8.242351412773132324e-01,8.184363245964050293e-01,8.100379705429077148e-01,8.220356106758117676e-01
8.140372037887573242e-01,2.099580131471157074e-02,1.659668050706386566e-02,1.719656027853488922e-02,1.579684019088745117e-02,1.419716048985719681e-02,1.559688057750463486e-02,1.979603990912437439e-02,1.879624091088771820e-02,1.659668050706386566e-02,1.579684019088745117e-02,1.459708064794540405e-02
8.074384927749633789e-01,1.699660159647464752e-02,1.899620145559310913e-02,1.399720087647438049e-02,1.959608122706413269e-02,1.979603990912437439e-02,1.899620145559310913e-02,1.599680073559284210e-02,1.539692096412181854e-02,1.639671996235847473e-02,1.979603990912437439e-02,1.659668050706386566e-02
8.178364038467407227e-01,1.399720087647438049e-02,1.439712103456258774e-02,1.459708064794540405e-02,1.759648136794567108e-02,1.699660159647464752e-02,1.519696041941642761e-02,1.879624091088771820e-02,1.579684019088745117e-02,1.779644005000591278e-02,1.539692096412181854e-02,2.159568108618259430e-02
8.062387704849243164e-01,1.859628036618232727e-02,1.599680073559284210e-02,2.079584077000617981e-02,1.959608122706413269e-02,1.379724033176898956e-02,1.839631982147693634e-02,1.659668050706386566e-02,1.659668050706386566e-02,1.699660159647464752e-02,2.019596099853515625e-02,1.619676128029823303e-02
8.246350884437561035e-01,1.479704026132822037e-02,1.599680073559284210e-02,1.799640059471130371e-02,1.599680073559284210e-02,1.939612068235874176e-02,1.499700080603361130e-02,1.539692096412181854e-02,1.499700080603361130e-02,1.559688057750463486e-02,1.379724033176898956e-02,1.639671996235847473e-02
8.172365427017211914e-01,1.599680073559284210e-02,1.639671996235847473e-02,1.879624091088771820e-02,1.619676128029823303e-02,1.519696041941642761e-02,1.599680073559284210e-02,1.599680073559284210e-02,1.639671996235847473e-02,1.659668050706386566e-02,1.819636113941669464e-02,1.699660159647464752e-02
8.104379177093505859e-01,1.759648136794567108e-02,1.839631982147693634e-02,2.019596099853515625e-02,2.019596099853515625e-02,1.839631982147693634e-02,1.379724033176898956e-02,1.839631982147693634e-02,1.719656027853488922e-02,1.559688057750463486e-02,1.739652082324028015e-02,1.239752024412155151e-02
8.206358551979064941e-01,1.559688057750463486e-02,1.979603990912437439e-02,1.659668050706386566e-02,1.499700080603361130e-02,1.439712103456258774e-02,1.699660159647464752e-02,1.359728071838617325e-02,1.539692096412181854e-02,1.819636113941669464e-02,1.779644005000591278e-02,1.599680073559284210e-02
8.228354454040527344e-01,1.739652082324028015e-02,1.479704026132822037e-02,1.599680073559284210e-02,1.659668050706386566e-02,1.359728071838617325e-02,1.319736056029796600e-02,1.639671996235847473e-02,1.719656027853488922e-02,1.659668050706386566e-02,1.859628036618232727e-02,1.679664105176925659e-02
8.282343745231628418e-01,1.679664105176925659e-02,1.279744040220975876e-02,1.679664105176925659e-02,1.639671996235847473e-02,1.559688057750463486e-02,1.619676128029823303e-02,1.599680073559284210e-02,1.399720087647438049e-02,1.679664105176925659e-02,1.659668050706386566e-02,1.379724033176898956e-02
8.322335481643676758e-01,1.519696041941642761e-02,1.079784054309129715e-02,1.779644005000591278e-02,1.779644005000591278e-02,1.519696041941642761e-02,1.519696041941642761e-02,1.439712103456258774e-02,1.399720087647438049e-02,1.439712103456258774e-02,1.639671996235847473e-02,1.659668050706386566e-02
