9.945999979972839355e-01,8.159999847412109375e-01,8.220000267028808594e-01,8.163999915122985840e-01,8.208000063896179199e-01,8.191999793052673340e-01,8.149999976158142090e-01,8.184000253677368164e-01,8.155999779701232910e-01,8.253999948501586914e-01,8.154000043869018555e-01,8.212000131607055664e-01
8.108000159263610840e-01,1.700000092387199402e-02,1.759999990463256836e-02,1.420000009238719940e-02,1.799999922513961792e-02,1.679999940097332001e-02,2.060000039637088776e-02,1.679999940097332001e-02,1.539999991655349731e-02,1.420000009238719940e-02,2.160000056028366089e-02,1.700000092387199402e-02
8.726000189781188965e-01,1.319999992847442627e-02,9.200000204145908356e-03,1.300000026822090149e-02,1.140000019222497940e-02,1.219999976456165314e-02,1.219999976456165314e-02,9.399999864399433136e-03,1.240000035613775253e-02,1.020000036805868149e-02,1.159999985247850418e-02,1.260000001639127731e-02
7.680000066757202148e-01,2.439999952912330627e-02,2.040000073611736298e-02,1.640000008046627045e-02,1.960000023245811462e-02,2.180000022053718567e-02,2.500000037252902985e-02,1.879999972879886627e-02,2.119999937713146210e-02,2.019999921321868896e-02,2.260000072419643402e-02,2.160000056028366089e-02
8.610000014305114746e-01,1.339999958872795105e-02,1.059999968856573105e-02,1.279999967664480209e-02,1.040000002831220627e-02,1.279999967664480209e-02,1.159999985247850418e-02,1.439999975264072418e-02,1.460000034421682358e-02,1.379999984055757523e-02,1.279999967664480209e-02,1.180000044405460358e-02
7.444000244140625000e-01,2.520000003278255463e-02,2.160000056028366089e-02,2.380000054836273193e-02,2.300000004470348358e-02,2.500000037252902985e-02,2.260000072419643402e-02,2.380000054836273193e-02,2.480000071227550507e-02,2.419999986886978149e-02,1.840000040829181671e-02,2.319999970495700836e-02
8.457999825477600098e-01,1.700000092387199402e-02,1.300000026822090149e-02,1.200000010430812836e-02,1.460000034421682358e-02,1.279999967664480209e-02,1.140000019222497940e-02,1.319999992847442627e-02,1.600000075995922089e-02,1.600000075995922089e-02,1.360000018030405045e-02,1.460000034421682358e-02
7.092000246047973633e-01,2.480000071227550507e-02,2.740000002086162567e-02,2.979999966919422150e-02,2.979999966919422150e-02,2.380000054836273193e-02,2.539999969303607941e-02,2.879999950528144836e-02,2.319999970495700836e-02,2.620000019669532776e-02,2.659999951720237732e-02,2.500000037252902985e-02
8.349999785423278809e-01,1.379999984055757523e-02,1.579999923706054688e-02,1.940000057220458984e-02,1.620000042021274567e-02,1.400000043213367462e-02,1.279999967664480209e-02,1.820000074803829193e-02,1.640000008046627045e-02,1.260000001639127731e-02,1.379999984055757523e-02,1.200000010430812836e-02
8.898000121116638184e-01,8.000000379979610443e-03,1.219999976456165314e-02,8.200000040233135223e-03,8.799999952316284180e-03,9.800000116229057312e-03,1.099999994039535522e-02,6.599999964237213135e-03,1.140000019222497940e-02,9.800000116229057312e-03,1.379999984055757523e-02,1.059999968856573105e-02
7.835999727249145508e-01,2.019999921321868896e-02,1.999999955296516418e-02,2.199999988079071045e-02,1.600000075995922089e-02,2.040000073611736298e-02,2.119999937713146210e-02,2.140000090003013611e-02,1.879999972879886627e-02,1.720000058412551880e-02,1.960000023245811462e-02,1.960000023245811462e-02
8.852000236511230469e-01,7.000000216066837311e-03,1.020000036805868149e-02,1.200000010430812836e-02,1.140000019222497940e-02,1.140000019222497940e-02,1.119999960064888000e-02,1.020000036805868149e-02,1.020000036805868149e-02,1.020000036805868149e-02,1.020000036805868149e-02,1.080000028014183044e-02
